modelo;r2_train_media;r2_train_sd;r2_cv_media;r2_cv_mediana;r2_cv_sd;r2_cv_p2.5;r2_cv_p97.5;mae_cv_media;rmse_cv_media
RF sin marea;0.4103138807602435;0.040752138947969065;-0.16894606467851883;-0.03246147744609573;0.6504504677377573;-1.068244014997776;0.2697573115761193;1.9453152654077046;2.240260943446467
RF con marea;0.411538791126288;0.04445380381533392;-0.177071593994187;-0.015262438549181967;0.7131590852098572;-1.0561595616759105;0.23488005312433108;1.9473864273872656;2.2480251356318077
