fecha;Hs_m;Ts_s;Tp_s;Dir_deg;T_agua;Hmax_m;hora_utc_usada;Q_m3s;hora_usada;nivel_rel_m;marea_estado
10-08-2025;2.16;8.2;8.7;224.1;11.8;3.66;13;41.898;10:00;0.311;subiendo
10-09-2025;2.51;9.7;8.7;225.8;11.73;3.64;13;37.229;10:00;0.022;subiendo
10-10-2025;2.23;10.9;12.5;227.6;11.94;3.68;13;35.715;10:00;-0.288;subiendo
10-11-2025;1.62;10.5;12.5;239;12.21;3.22;13;38.744;10:00;-0.54;subiendo
10-12-2025;2.12;8.8;13.3;230.3;11.88;3.21;13;53.023;10:00;-0.515;bajamar
10/13/2025;2;8.2;6.9;220.2;11.96;2.82;13;53.023;10:00;-0.398;bajando
10/14/2025;2.87;13.1;14.3;219.5;11.95;4.2;13;41.898;10:00;-0.203;bajando
10/15/2025;2.16;12.5;14.3;236.1;12.28;4.65;13;43.496;10:00;-0.016;bajando
10/16/2025;2.76;11.6;15.4;229.8;12.42;4.5;13;41.099;10:00;0.218;bajando
10/17/2025;2.7;9.5;11.1;223.6;11.84;4.59;13;35.715;10:00;0.392;bajando
10/18/2025;2.29;9.2;10;230.9;12.08;3.76;13;34.285;10:00;0.513;bajando
10/19/2025;1.47;8.6;11.1;231.3;13.06;2.33;13;44.336;10:00;0.501;pleamar
10/20/2025;1.13;7;15.4;237.1;12.87;1.67;13;53.023;10:00;0.406;pleamar
10/21/2025;1.4;10.2;15.4;213.7;12.69;2.15;13;40.3;10:00;0.321;subiendo
10/22/2025;1.94;9.3;14.3;219.2;12.47;2.93;13;37.987;10:00;0.17;subiendo
10/23/2025;1.68;8.8;10.5;231.5;12.77;2.39;13;31.466;10:00;-0.004;subiendo
10/24/2025;2.31;12.2;13.3;230.9;12.93;3.94;13;30.794;10:00;-0.148;subiendo
10/25/2025;2.68;10.5;14.3;227.3;12.59;4.72;13;32.139;10:00;-0.327;subiendo
10/26/2025;2.23;9.1;13.3;227.9;11.59;3.47;13;31.466;10:00;-0.379;subiendo
10/27/2025;2.14;7.4;7.7;230.3;11.6;3.54;13;32.854;10:00;-0.373;bajamar
10/28/2025;1.27;7.7;8;238.6;12.52;2.08;13;30.794;10:00;-0.358;bajamar
10/29/2025;1.51;11.2;22.2;245.7;13.5;2.26;13;26.887;10:00;-0.289;bajando
10/30/2025;2.43;12.3;16.7;243.2;12.37;3.49;13;23.87;10:00;-0.159;bajando
10/31/2025;2.35;11.6;15.4;239.2;12.31;3.75;13;23.87;10:00;-0.009;bajando
11-01-2025;2.12;10.2;12.5;236.4;12.22;3.55;13;25.628;10:00;0.152;bajando
11-02-2025;2.17;10.5;14.3;228.2;11.91;3.41;13;28.146;10:00;0.337;bajando
11-03-2025;2.09;13;18.2;232.3;12.41;3.32;13;29.449;10:00;0.462;bajando
11-04-2025;2.63;14.4;15.4;231.6;12.93;3.71;13;29.449;10:00;0.455;pleamar
11-05-2025;1.46;11.5;13.3;226.7;13.14;2.13;13;28.776;10:00;0.429;subiendo
11-06-2025;1.24;10.2;11.8;220.5;14.23;1.89;13;26.258;10:00;0.264;subiendo
11-07-2025;1.46;9.5;9.5;230.1;14.21;2.09;13;27.517;10:00;-0.046;subiendo
11-08-2025;1.48;9;14.3;229.7;13.72;2.49;13;45.176;10:00;-0.286;subiendo
11-09-2025;1.76;12.5;14.3;223.5;13.87;2.85;13;44.336;10:00;-0.526;subiendo
11-10-2025;1.71;11.7;16.7;246.3;14.12;2.91;13;41.099;10:00;-0.572;bajamar
11-11-2025;1.55;11.8;12.5;231.7;14.18;2.36;13;35;10:00;-0.502;bajando
11-12-2025;1.65;7.7;7.7;227.2;13.23;2.46;13;29.449;10:00;-0.301;bajando
11/13/2025;2.38;8.6;9.1;222.6;12.52;3.96;13;25.042;10:00;-0.087;bajando
11/19/2025;1.9;8.7;9.1;220.8;11.73;3.05;11;27.517;10:00;0.315;subiendo
11/20/2025;1.84;11.5;13.3;237.4;13.55;2.95;5;39.501;10:00;0.19;subiendo
11/21/2025;2.07;9.8;11.8;217.3;13.46;2.88;13;52.102;10:00;0.086;subiendo
11/22/2025;1.99;8.9;9.1;220.2;14.13;2.96;13;40.3;10:00;-0.023;subiendo
11/23/2025;1.3;9.1;9.5;233.9;13.71;1.97;13;41.898;10:00;-0.133;subiendo
11/24/2025;1.18;10.8;14.3;226.4;14.68;2.01;13;54.866;10:00;-0.204;subiendo
11/25/2025;1.43;11.4;13.3;248.1;15.38;2.09;13;66.514;10:00;-0.305;bajamar
11/26/2025;1.57;12;12.5;240.1;16.26;2.72;13;77.096;10:00;-0.313;bajamar
11/27/2025;0.99;10.7;11.1;237.1;15.85;1.58;13;69.631;10:00;-0.244;bajando
11/28/2025;1.08;11.1;12.5;250.6;16.18;1.59;13;57.669;10:00;-0.201;bajando
11/29/2025;1.39;9.9;11.1;262.9;17;2.21;13;54.866;10:00;-0.093;bajando
11/30/2025;1.32;9.3;10.5;240.7;17.39;2.26;13;55.787;10:00;-0.013;bajando
12-01-2025;1.39;9;11.1;228.9;17.02;2.5;13;64.514;10:00;0.137;bajando
12-02-2025;1.66;7.9;15.4;230.4;16.43;2.57;13;46.857;10:00;0.278;bajando
12-03-2025;1.58;7.4;13.3;221.5;14.57;2.65;13;37.229;10:00;0.379;pleamar
12-04-2025;2.18;9.1;8.7;218.7;14.45;3.53;13;35;10:00;0.337;pleamar
12-05-2025;2.35;11.2;13.3;217.8;14.71;3.32;13;45.176;10:00;0.205;subiendo
12-06-2025;2.76;10.3;13.3;216.7;15.25;4.06;13;59.591;10:00;-0.038;subiendo
12-07-2025;1.84;10.5;11.8;222.4;17.26;2.82;13;70.67;10:00;-0.304;subiendo
12-08-2025;1.3;9.5;11.1;231.1;17.2;2.01;13;81.558;10:00;-0.465;subiendo
12-09-2025;1.29;11.8;18.2;248.9;17.27;2.01;13;51.221;10:00;-0.543;subiendo
12-10-2025;1.06;11.1;16.7;247.5;17.79;1.99;13;37.987;10:00;-0.468;bajamar
12-11-2025;1.37;12.2;11.1;230.5;18.07;2.87;13;31.466;10:00;-0.364;bajando
12-12-2025;1.48;8.6;11.1;225;17.58;2.33;13;33.569;10:00;-0.237;bajando
12/13/2025;1.25;10;11.1;221.3;17.28;1.94;13;31.466;10:00;-0.065;bajando
12/14/2025;1.77;9.5;13.3;224.8;15.69;2.45;13;34.285;10:00;0.015;bajando
12/15/2025;1.99;9;11.8;226.1;13.79;3.06;13;41.898;10:00;0.036;bajando
12/16/2025;2.13;8.1;9.1;222.1;12.36;3.36;13;32.139;10:00;0.151;pleamar
12/17/2025;2.14;9;10.5;218;12.24;3.75;13;23.87;10:00;0.151;pleamar
12/18/2025;1.3;8;9.1;219.9;13.17;1.85;13;21.614;10:00;0.172;pleamar
12/19/2025;0.8;7.8;9.1;230.1;13.7;1.36;13;21.614;10:00;0.09;subiendo
12/20/2025;0.96;10.5;9.5;225.1;15.27;1.44;13;23.284;10:00;0.008;subiendo
12/21/2025;0.88;9.1;15.4;243.7;14.93;1.37;13;23.87;10:00;-0.038;subiendo
12/22/2025;1.55;7.3;5.9;230.7;14.16;2.7;13;25.042;10:00;-0.168;subiendo
12/23/2025;1.17;6.3;5.4;224;13.68;1.91;13;21.072;10:00;-0.294;subiendo
12/24/2025;2.18;7.9;8.3;220.3;13.28;3.57;13;17.049;10:00;-0.412;subiendo
12/25/2025;2.21;8.1;8.3;218.6;12.32;3.28;13;16.596;10:00;-0.566;bajamar
12/26/2025;1.87;8.8;8.7;219.4;12.77;2.75;13;21.072;10:00;-0.492;bajamar
12/27/2025;1.39;7.5;12.5;222.6;13.34;2.11;13;18.993;10:00;-0.444;bajando
12/28/2025;1.96;8.8;11.1;214.6;12.85;2.75;13;18.993;10:00;-0.349;bajando
12/29/2025;1.45;8.2;8.7;218.2;12.96;2.54;13;23.87;10:00;-0.227;bajando
12/30/2025;1.77;8.4;11.1;221.9;13.12;2.74;13;19.988;10:00;-0.041;bajando
12/31/2025;1.98;9.1;8.7;214.3;13.93;3.63;13;17.049;10:00;0.112;bajando
01-01-2026;1.92;10.2;12.5;210.4;14.1;2.83;13;17.998;10:00;0.227;pleamar
01-02-2026;2.31;10.9;13.3;219.6;15.49;3.59;13;25.628;10:00;0.254;pleamar
01-03-2026;1.99;10.4;10.5;223.4;15.96;3.11;13;25.042;10:00;0.186;subiendo
01-04-2026;1.49;9.6;11.1;222.7;16.35;2.73;13;29.449;10:00;0;subiendo
01-05-2026;1.19;10.2;10.5;247.8;16.76;1.99;13;39.501;10:00;-0.237;subiendo
01-06-2026;1.06;11;13.3;250.3;17.13;2.09;13;37.987;10:00;-0.41;subiendo
01-07-2026;1.27;9.3;12.5;231.7;16.55;2.13;13;31.466;10:00;-0.501;subiendo
01-08-2026;1.03;8.6;11.8;213.3;17.14;1.49;13;24.456;10:00;-0.509;bajamar
01-09-2026;0.88;6.5;10;234;17.75;1.25;13;25.042;10:00;-0.422;bajamar
01-10-2026;1.25;7;7.4;221.7;17.72;1.98;13;22.698;10:00;-0.328;bajando
01-11-2026;1.07;6.9;7.4;220.5;17.94;1.77;13;22.156;10:00;-0.16;bajando
01-12-2026;1.25;6.8;6.7;218.5;18.02;2.18;13;21.614;10:00;-0.075;bajando
1/13/2026;2.35;8.4;9.1;217.8;17.25;3.68;13;18.993;10:00;0.038;bajando
1/14/2026;2.32;9.4;12.5;221.1;17.35;3.76;13;17.049;10:00;0.114;pleamar
1/15/2026;1.53;10.1;11.1;228.8;17.47;2.47;13;15.239;10:00;0.139;pleamar
1/16/2026;3.13;11.2;13.3;215.7;14.49;4.99;13;14.832;10:00;0.123;pleamar
1/17/2026;2.46;9.1;9.5;216.5;14.44;3.74;13;15.239;10:00;0.148;subiendo
1/18/2026;3.2;10;11.8;219.6;13.13;5.37;13;18.496;10:00;0.153;subiendo
1/19/2026;2.94;11.1;14.3;216.9;14.34;4.49;13;22.698;10:00;0.121;subiendo
1/20/2026;2.25;10.3;13.3;224.1;14.99;3.53;13;23.284;10:00;-0.025;subiendo
1/21/2026;1.81;11.3;15.4;232.8;16.34;2.77;13;22.156;10:00;-0.129;subiendo
1/22/2026;1.45;10.3;13.3;234.7;16.25;2.61;13;25.628;10:00;-0.248;subiendo
1/23/2026;2.05;10.5;12.5;222.4;16.12;3.31;13;26.258;10:00;-0.316;subiendo
1/24/2026;1.79;9.9;12.5;227.5;16.48;3.08;13;26.258;10:00;-0.393;subiendo
1/25/2026;1.27;8.8;12.5;226.2;16.8;2.16;13;25.628;10:00;-0.383;bajamar
1/26/2026;1.43;11.9;12.5;223.6;16.48;2.35;13;31.466;10:00;-0.314;bajamar
1/27/2026;1.69;11.6;12.5;222.1;16.98;2.42;13;40.3;10:00;-0.212;bajando
1/28/2026;1.59;9.9;14.3;220.7;17.15;2.59;13;25.042;10:00;-0.055;bajando
1/29/2026;2.15;9;14.3;228.3;16.55;3.1;13;18.496;10:00;0.084;bajando
1/30/2026;1.53;9.1;11.1;222.9;17.03;2.77;13;32.854;10:00;0.223;pleamar
1/31/2026;1.91;9.5;13.3;229.2;17.63;2.84;13;30.121;10:00;0.321;pleamar
