fecha;Hs_m;Ts_s;Tp_s;Dir_deg;T_agua;Hmax_m;hora_utc_usada;Q_m3s;hora_usada;nivel_rel_m;marea_estado
10/16/2023;2.07;7.7;8.3;218.5;12.08;3.08;17;40.11;10:00;0.166;subiendo
10/17/2023;1.63;8.2;8.7;212.2;12.02;2.47;13;34.193;10:00;0.018;subiendo
10/18/2023;1.36;9.8;11.1;225.2;12.44;2.24;13;34.193;10:00;-0.217;subiendo
10/19/2023;1.44;9.3;15.4;226.4;12.56;2.28;13;40.11;10:00;-0.281;subiendo
10/20/2023;1.29;9.6;14.3;230.3;13.06;2.02;13;40.908;10:00;-0.332;bajamar
10/21/2023;1.91;12.8;14.3;237.1;13.1;3.24;13;38.599;10:00;-0.363;bajando
10/22/2023;1.83;9.4;13.3;230.7;13.33;3.03;13;37.088;10:00;-0.231;bajando
10/23/2023;2.04;9.9;11.8;225.3;13.23;3.2;13;34.907;10:00;-0.1;bajando
10/24/2023;1.84;8.7;11.8;232.5;12.65;2.74;13;34.907;10:00;0.15;bajando
10/25/2023;2.01;8.9;9.5;217.4;12.58;2.74;13;34.907;10:00;0.412;bajando
10/26/2023;2.14;11.1;12.5;217.3;13.26;3.17;13;34.907;10:00;0.576;bajando
10/27/2023;2.16;12.9;14.3;221.2;13.79;3.03;13;36.333;10:00;0.632;pleamar
10/28/2023;1.78;12.2;13.3;233.6;13.72;2.72;13;39.355;10:00;0.584;subiendo
10/29/2023;2.92;12;15.4;236.5;12.84;4.88;13;54.566;10:00;0.364;subiendo
10/30/2023;3.14;11.8;12.5;232;13.1;4.64;13;67.213;10:00;0.104;subiendo
10/31/2023;2.61;10.3;13.3;224.5;13.11;4.25;13;37.088;10:00;-0.17;subiendo
11-01-2023;1.74;9.1;10.5;216.1;12.81;2.79;13;34.907;10:00;-0.372;subiendo
11-02-2023;1.09;7.3;18.2;225.6;12.87;1.63;13;34.907;10:00;-0.511;subiendo
11-03-2023;1.25;7;15.4;221;12.85;1.93;13;34.907;10:00;-0.452;bajamar
11-04-2023;1.9;7.7;8;215.6;12.63;2.67;13;34.907;10:00;-0.313;bajando
11-05-2023;1.05;9.4;12.5;227.3;13.24;1.9;13;34.907;10:00;-0.21;bajando
11-06-2023;0.93;10.1;11.8;231.6;13.48;1.45;13;34.907;10:00;-0.038;bajando
11-07-2023;1.4;9;10.5;243.8;13.69;2.15;13;34.193;10:00;0.031;bajando
11-08-2023;3.17;10.7;11.8;232;13.03;4.95;13;37.088;10:00;0.148;bajando
11-09-2023;2.68;10.1;14.3;223.7;12.8;3.86;13;35.62;10:00;0.306;bajando
11-10-2023;1.66;9.5;12.5;220;12.58;2.61;13;51.833;10:00;0.375;bajando
11-11-2023;2.03;15;16.7;228.5;13.04;2.63;13;525.015;10:00;0.397;pleamar
11-12-2023;2.86;9.7;13.3;229.3;12.78;4.56;13;248.516;10:00;0.349;pleamar
11/13/2023;3.08;11.4;12.5;219.7;12.61;4.4;13;192.425;10:00;0.234;subiendo
11/14/2023;2.59;9.4;8;222.1;12.03;4.29;13;138.129;10:00;0.171;subiendo
11/15/2023;2.71;10.5;14.3;218;12.07;4.42;13;124.081;10:00;-0.066;subiendo
11/16/2023;1.96;10.4;13.3;209.8;12.07;3.4;13;119.979;10:00;-0.229;subiendo
11/17/2023;1.33;10.6;12.5;220.3;12.02;2.61;13;113.315;10:00;-0.416;subiendo
11/18/2023;2.43;10.8;11.1;227.1;13.87;4.22;13;124.081;10:00;-0.467;bajamar
11/19/2023;2.08;10.2;11.8;220.8;12.7;3.01;13;122.714;10:00;-0.419;bajamar
11/20/2023;1.3;8.3;8.3;236.9;13.64;1.78;13;108.125;10:00;-0.36;bajando
11/21/2023;1.92;8.5;10;227.4;13.16;2.96;13;103.04;10:00;-0.183;bajando
11/22/2023;2.36;10.5;13.3;222;12.9;3.46;13;114.648;10:00;-0.034;bajando
11/23/2023;2.26;8.5;13.3;221.3;12.69;3.27;13;115.981;10:00;0.227;bajando
11/24/2023;2.17;9.4;10;223.7;12.98;3.51;13;136.693;10:00;0.376;bajando
11/25/2023;1.29;9.5;13.3;237.1;13.9;2.08;13;160.445;10:00;0.454;pleamar
11/26/2023;1.41;7.8;6.5;217.1;13.87;2.33;13;199.114;9:30;0.437;pleamar
11/27/2023;1.13;11.3;11.1;221.5;13.51;1.57;13;226.81;10:00;0.284;subiendo
11/28/2023;1.36;10.5;12.5;235;13.4;2.03;13;232.16;10:00;0.11;subiendo
11/29/2023;1.87;7.9;8.7;226.7;13.07;3.22;13;235.764;10:00;-0.109;subiendo
11/30/2023;1.95;8.9;13.3;222.4;12.34;3.02;13;217.996;10:00;-0.251;subiendo
12-01-2023;2.13;12.2;14.3;226.3;12.66;3.12;13;217.996;10:00;-0.381;subiendo
12-02-2023;2.27;12;12.5;242.3;12.54;3.62;13;221.487;10:00;-0.449;bajamar
12-03-2023;3.14;9.4;11.1;228.6;12.27;4.62;13;209.326;10:00;-0.367;bajamar
12-04-2023;2.81;10;12.5;223.5;11.73;5.76;13;190.767;10:00;-0.29;bajando
12-05-2023;1.75;9.1;11.8;228.8;13.05;2.9;13;182.571;10:00;-0.197;bajando
12-06-2023;1.11;8.7;9.1;251.9;13.56;2.04;13;184.198;10:00;-0.096;bajando
12-07-2023;1.46;8;8;217.4;14.1;2.15;13;169.771;10:00;0.051;bajando
12-08-2023;2.07;7.8;8;224.9;14.16;3.07;13;174.528;10:00;0.121;bajando
12-09-2023;1.87;8.3;8.7;216.8;12.69;2.97;13;202.489;10:00;0.19;bajando
12-10-2023;1.87;7.7;9.1;216.5;12.28;3.17;13;217.996;10:00;0.305;bajando
12-11-2023;1.9;11;14.3;223.4;12.77;2.96;12;228.584;10:00;0.302;pleamar
12-12-2023;1.77;9.7;13.3;231.9;13.86;2.7;13;244.857;10:00;0.265;subiendo
12/13/2023;2.07;9.6;10.5;224.8;14.43;2.87;13;235.764;10:00;0.131;subiendo
12/14/2023;2.63;9.3;9.1;214.9;13.51;4.86;13;243.027;10:00;-0.021;subiendo
12/15/2023;1.92;11.8;13.3;229.9;13.57;3.18;13;237.566;10:00;-0.164;subiendo
12/16/2023;1.92;11.8;15.4;231.8;14.16;3.42;13;235.764;10:00;-0.343;subiendo
12/17/2023;1.9;10.4;14.3;229.7;13.93;3.07;13;254.086;10:00;-0.491;subiendo
12/18/2023;2.6;9.1;8.7;219.1;14.12;3.81;13;255.942;10:00;-0.458;bajamar
12/19/2023;2.1;9;10;214.1;13.79;3.31;13;225.035;10:00;-0.407;bajando
12/20/2023;1.1;8.3;10.5;226.5;13.04;1.69;13;219.741;10:00;-0.266;bajando
12/21/2023;1.36;7.2;8.3;224.9;12.71;2.08;13;216.25;10:00;-0.093;bajando
12/22/2023;1.2;7;7.1;226.7;13.26;2.1;13;212.759;10:00;0.088;bajando
12/23/2023;2.01;8.6;8.7;216;13.42;3.67;13;228.584;10:00;0.204;bajando
12/24/2023;1.74;9.1;11.1;221.6;15.42;3.17;13;241.198;10:00;0.238;pleamar
12/25/2023;1.81;9.4;10.5;226.3;15.26;2.84;13;232.16;10:00;0.273;pleamar
12/26/2023;1.72;8.8;9.1;220.2;16.54;3.26;13;241.198;10:00;0.152;subiendo
12/27/2023;1.19;10.8;14.3;225.5;15.66;1.78;13;243.027;10:00;0.079;subiendo
12/28/2023;1.02;10.7;12.5;232.9;16.37;1.6;13;248.516;10:00;-0.121;subiendo
12/29/2023;0.94;10.6;11.8;229.1;16.63;1.47;13;226.81;10:00;-0.237;subiendo
12/30/2023;1.02;11.1;13.3;245;17.02;1.55;13;189.11;10:00;-0.288;subiendo
12/31/2023;1.22;11.2;11.1;251.3;18.58;2.05;13;225.035;10:00;-0.366;subiendo
01-01-2024;1.2;11.1;20;260.3;18.26;1.88;13;241.198;10:00;-0.387;bajamar
01-02-2024;1.38;9.8;18.2;258.2;17.3;2.52;13;235.764;10:00;-0.363;bajamar
01-03-2024;1.89;9.4;14.3;220.8;17.33;3.28;13;209.326;10:00;-0.301;bajamar
01-04-2024;2.28;12.8;12.5;227;17.36;3.97;13;217.996;10:00;-0.235;bajando
01-05-2024;2.27;14.2;11.8;249.3;17.91;3.37;13;226.81;10:00;-0.15;bajando
01-08-2024;1.88;7.4;15.4;231.9;15.49;2.76;18;211.042;10:00;0.145;pleamar
01-09-2024;2.06;8.5;8.3;228.6;14.36;3.38;13;187.452;10:00;0.182;pleamar
01-10-2024;2.21;9.3;10;217.8;13.96;3.03;13;185.825;10:00;0.201;pleamar
01-11-2024;2.57;10.1;13.3;214.8;13.74;3.79;13;177.721;10:00;0.149;subiendo
01-12-2024;2.05;11;20;233.8;14.97;2.9;13;174.528;10:00;-0.001;subiendo
1/13/2024;1.76;10.1;18.2;234.8;15.78;3.05;13;158.911;10:00;-0.175;subiendo
1/14/2024;1.69;8.4;8.3;223.5;16.12;3.19;13;160.445;10:00;-0.313;subiendo
1/15/2024;2.12;8.6;8.7;226.1;14.74;3.2;13;158.911;10:00;-0.46;subiendo
1/16/2024;1.68;9.3;15.4;227.3;14.21;2.7;13;151.342;10:00;-0.565;bajamar
1/17/2024;2.17;8.6;8.3;223.6;13.68;3.16;13;146.872;10:00;-0.509;bajamar
1/18/2024;2.2;8.4;13.3;223.3;13.54;3.59;13;149.841;10:00;-0.431;bajando
1/19/2024;3.07;9.1;10.5;223.8;13.26;4.81;13;161.978;10:00;-0.243;bajando
1/20/2024;3.13;10.7;12.5;222.2;13.86;4.93;13;160.445;10:00;-0.098;bajando
1/21/2024;2.45;10.5;11.1;219.9;14.37;4.27;13;177.721;10:00;0.051;bajando
1/22/2024;2.14;11;14.3;218;14.58;3.82;13;182.571;10:00;0.15;pleamar
1/23/2024;1.64;10.2;11.8;226.7;15.04;3.16;13;166.641;10:00;0.176;pleamar
1/24/2024;1.65;9.9;11.8;224.3;16.36;2.6;13;157.378;10:00;0.191;subiendo
1/25/2024;1.82;11.3;13.3;236.4;15.53;2.82;13;160.445;10:00;0.113;subiendo
1/26/2024;1.43;11.7;15.4;233.8;15.57;2.52;13;166.641;10:00;-0.028;subiendo
1/27/2024;1.69;11.7;13.3;245.7;16.57;2.99;13;190.767;10:00;-0.101;subiendo
1/28/2024;2.73;13.1;15.4;220.3;16.38;4.62;13;205.893;10:00;-0.218;subiendo
1/29/2024;2.28;11.3;13.3;232.4;17.16;3.38;13;192.425;10:00;-0.293;subiendo
1/30/2024;1.52;10.6;11.1;224.9;17.58;2.38;13;152.843;10:00;-0.316;subiendo
1/31/2024;2.18;9.8;16.7;224.6;18.29;2.79;13;136.693;10:00;-0.292;subiendo
02-01-2024;2.39;11.1;14.3;225.9;18.53;3.68;13;129.619;10:00;;
02-02-2024;1.83;9.1;12.5;216.4;19;2.91;13;124.081;10:00;-0.262;bajamar
02-03-2024;2.05;7.6;7.4;220.1;16.09;3.82;13;131.02;10:00;-0.225;bajamar
02-04-2024;2.43;8.9;9.5;218.7;14.63;4.12;13;136.693;10:00;-0.14;bajamar
02-05-2024;1.27;8.5;9.5;228.2;15.44;2.17;13;128.217;10:00;-0.034;pleamar
02-06-2024;2.06;11.3;13.3;229.3;15.48;3.07;13;109.422;10:00;0.003;pleamar
02-07-2024;1.96;10.7;13.3;231.5;15.74;2.91;13;103.04;10:00;0.127;pleamar
02-08-2024;2.41;9.7;11.1;223;16.8;3.36;13;101.778;10:00;0.189;pleamar
02-09-2024;2.32;9.9;10;223.3;17.09;4.72;13;98.064;10:00;0.239;subiendo
02-10-2024;1.65;8.8;9.5;230.8;17.92;2.54;13;92.006;10:00;0.159;subiendo
02-11-2024;1.63;8.9;12.5;231.5;16.38;2.43;13;88.437;10:00;-0.033;subiendo
02-12-2024;2.07;9.5;12.5;225;16.32;2.91;13;88.437;10:00;;
2/13/2024;2.28;8.8;12.5;226;14.99;3.71;13;73.864;10:00;-0.388;subiendo
2/14/2024;1.65;10.9;10.5;230.4;15.29;2.6;13;67.553;10:00;-0.505;subiendo
2/15/2024;1.09;13.2;18.2;247.5;15.98;1.76;13;70.67;10:00;-0.471;subiendo
2/16/2024;1.34;13.4;15.4;234.6;15.66;2.52;13;67.553;10:00;-0.384;bajamar
2/17/2024;2.03;9.2;12.5;233.7;15.89;2.82;13;64.514;10:00;-0.22;bajamar
2/18/2024;2.32;9;11.1;217.7;15.83;3.83;13;69.631;10:00;-0.065;bajando
2/19/2024;2.19;9.3;9.5;220.1;16.52;3.44;13;67.553;10:00;0.047;pleamar
2/20/2024;1.34;9.4;13.3;219.7;15.83;2.31;13;62.513;10:00;0.166;pleamar
2/21/2024;1.75;11.4;12.5;224.5;16.78;2.56;13;61.513;10:00;0.23;pleamar
2/22/2024;1.26;10.2;11.1;223.2;16.31;1.91;13;61.513;10:00;0.253;subiendo
2/23/2024;1.7;7.6;9.1;239.4;17.13;2.98;13;60.552;10:00;0.204;subiendo
2/24/2024;2.34;10;11.8;218.4;17.38;4.47;13;59.591;10:00;0.131;subiendo
2/25/2024;2.11;9.7;8.7;223.9;17.81;3.76;13;58.63;10:00;0.106;subiendo
2/26/2024;1.73;9.1;12.5;233.1;17.81;2.98;13;57.669;10:00;0.037;subiendo
2/27/2024;1.72;9;11.8;237.3;17.49;2.9;13;56.708;10:00;-0.041;subiendo
2/28/2024;1.52;9.1;15.4;237.2;17.53;2.39;13;54.866;10:00;-0.116;subiendo
2/29/2024;2.03;8;8;229.1;17.17;3.76;13;54.866;10:00;-0.199;subiendo
03-01-2024;2.31;8.9;9.1;228.3;17.2;3.72;13;53.023;10:00;-0.271;subiendo
03-02-2024;1.89;8.6;13.3;218.7;16.86;2.63;13;52.102;10:00;-0.284;subiendo
03-03-2024;2.13;8.8;9.5;216.1;16.47;3.12;13;51.221;10:00;-0.269;bajamar
03-04-2024;2.59;9.9;9.5;220.4;16.23;4.64;13;50.34;10:00;-0.157;bajamar
03-05-2024;1.92;9.6;8.7;228.7;16.47;2.71;13;50.34;10:00;-0.063;pleamar
03-06-2024;1.63;9.5;16.7;227;17.36;2.46;13;49.459;10:00;0.051;pleamar
03-07-2024;1.81;9.2;14.3;230.9;17.23;2.88;13;48.578;10:00;0.153;pleamar
03-08-2024;1.3;10.4;12.5;222.2;17.84;2.29;13;47.697;10:00;0.23;pleamar
03-09-2024;2.66;12.4;11.8;225.5;17.47;3.99;13;46.857;10:00;0.316;subiendo
03-10-2024;2.24;10.9;14.3;217.7;15.73;4.04;13;46.017;10:00;0.345;subiendo
03-11-2024;1.74;11.6;10.5;220.8;15.97;2.56;13;45.176;10:00;0.189;subiendo
03-12-2024;1.16;12.5;14.3;236.4;15.16;1.86;13;44.336;10:00;-0.007;subiendo
3/13/2024;2.5;8.9;11.1;242.8;14.78;4.24;13;43.496;10:00;;
3/14/2024;2.1;10.5;12.5;220.1;13.84;3.17;13;42.697;10:00;-0.351;subiendo
3/15/2024;2.86;11.6;15.4;224.5;12.91;4.95;13;41.898;10:00;-0.417;subiendo
3/16/2024;2.3;9.2;13.3;218.4;12.74;3.66;13;44.336;10:00;-0.388;subiendo
3/17/2024;2.24;9.1;12.5;222.7;12.87;3.27;13;45.176;10:00;-0.253;bajamar
3/18/2024;2.07;8.6;7.4;215.9;13.59;2.75;13;46.017;10:00;-0.072;bajamar
3/19/2024;1.64;9.9;9.5;214.7;13.35;2.67;13;41.099;10:00;0.023;pleamar
3/20/2024;0.94;12.4;15.4;253.1;13.45;1.54;13;37.229;10:00;0.119;pleamar
3/21/2024;1.36;10.9;14.3;240.1;13.35;2.41;13;36.472;9:30;0.232;pleamar
3/22/2024;1.3;9.5;9.1;227.7;14.23;2.12;13;35.715;10:00;0.324;pleamar
3/23/2024;1.74;11.6;14.3;251.8;14.6;3.05;13;35;10:00;0.298;subiendo
3/24/2024;1.96;9.2;11.1;242.6;14.57;3.5;13;40.3;10:00;0.311;subiendo
3/25/2024;1.76;8.5;16.7;246.2;14.05;3.51;13;46.017;10:00;0.305;subiendo
3/26/2024;1.48;12.5;15.4;246.9;14.31;2.33;13;41.099;10:00;0.26;subiendo
3/27/2024;1.75;9;14.3;247.9;14.39;2.56;13;40.3;10:00;0.148;subiendo
3/28/2024;2.05;9.1;15.4;237.8;14.58;2.9;13;39.501;10:00;0.089;subiendo
3/29/2024;1.67;8.2;6.9;223.3;14.55;2.58;13;41.898;10:00;0.019;subiendo
3/30/2024;2.34;8.9;8.3;221.7;14.37;4;13;45.176;10:00;-0.065;subiendo
3/31/2024;2.32;8.6;11.1;221.9;13.69;3.79;13;46.857;10:00;-0.157;subiendo
04-01-2024;1.88;7.9;11.8;223.2;12.79;3.29;14;46.017;10:00;-0.192;subiendo
04-02-2024;1.2;9.5;9.1;226.1;12.97;1.82;14;37.987;10:00;-0.146;bajamar
04-03-2024;2.48;11.3;11.1;229.6;12.76;4.19;14;33.569;10:00;-0.068;bajamar
04-04-2024;1.97;9;10.5;229.5;13.14;3.04;14;35.715;10:00;0.042;pleamar
04-05-2024;2.2;10.3;12.5;221.7;12.92;4.1;14;35.715;10:00;0.192;bajando
04-06-2024;2.72;11.6;15.4;223.2;12.99;4.17;14;35.715;10:00;0.339;pleamar
04-07-2024;1.72;9.7;15.4;223.5;12.94;3.25;14;38.744;10:00;0.492;bajando
04-08-2024;2;10.6;13.3;220.6;12.92;3.1;14;42.697;10:00;0.683;pleamar
04-09-2024;1.83;11.1;14.3;220.7;12.75;3;14;37.229;10:00;0.697;subiendo
04-10-2024;2.17;9.9;9.5;217.4;12.52;3.4;14;35;10:00;0.666;subiendo
04-11-2024;1.74;9.8;13.3;222.9;12.96;2.7;14;33.569;10:00;0.452;subiendo
04-12-2024;1.19;9.7;9.5;232.4;13.04;1.74;14;33.569;10:00;0.259;subiendo
4/13/2024;1.08;8.9;10.5;221;12.88;1.63;14;35.715;10:00;0.108;subiendo
4/14/2024;1.56;10.6;16.7;220.2;13.48;2.22;14;42.697;10:00;-0.031;subiendo
4/15/2024;1.19;10.6;13.3;219.5;13.57;2.28;14;44.336;10:00;-0.105;subiendo
4/16/2024;0.96;12.6;12.5;225.5;14.27;1.33;14;37.987;10:00;-0.149;bajamar
4/17/2024;2.2;13.3;14.3;223.2;13.69;3.75;14;37.229;10:00;-0.024;bajamar
4/18/2024;1.91;10.5;11.8;224.3;13.17;2.95;14;35;10:00;0.115;bajando
4/19/2024;1.29;10.7;15.4;227.5;12.94;2.61;14;35;10:00;0.188;bajando
4/20/2024;3.06;11.6;14.3;226.4;12.5;4.91;14;36.472;10:00;0.289;bajando
4/21/2024;1.7;10;12.5;223;12.71;2.39;14;39.501;10:00;0.447;bajando
4/22/2024;1.53;7.3;7.4;274.3;13.97;2.63;14;41.898;10:00;0.581;pleamar
4/23/2024;1.32;7.5;11.1;226;13.33;2.05;14;39.501;10:00;0.658;pleamar
4/24/2024;1.22;8.8;13.3;223.2;12.86;1.61;14;35.715;10:00;0.669;subiendo
4/25/2024;1.41;11.5;15.4;229;12.92;2.02;14;35;10:00;0.641;subiendo
4/26/2024;1.82;10.5;10;236.8;13.2;3.5;14;35.715;10:00;;
4/27/2024;3.18;12.6;13.3;224.3;12.88;4.34;14;35;10:00;0.315;subiendo
4/28/2024;2.19;11.3;15.4;224.4;12.03;2.95;14;37.987;10:00;0.186;subiendo
4/29/2024;1.37;10.3;13.3;224;12.26;2.32;14;39.501;10:00;0.033;subiendo
4/30/2024;3.07;11.3;14.3;228.8;12.37;4.65;14;43.496;10:00;-0.155;subiendo
05-01-2024;2.6;11.8;13.3;226.7;12.2;4.46;14;54.866;10:00;-0.215;bajamar
05-02-2024;1.75;9.5;11.8;231.2;11.93;2.82;14;53.944;10:00;-0.224;bajamar
05-03-2024;1.26;8.2;11.1;218.8;11.99;1.88;14;46.857;10:00;-0.178;bajando
05-04-2024;0.79;8;10.5;248.3;12.01;1.26;14;46.017;10:00;;
05-05-2024;2.57;11.4;11.8;229.8;12.34;3.89;14;47.697;10:00;;
05-06-2024;2.36;11.5;12.5;225.2;12.21;3.79;14;53.023;10:00;;
05-07-2024;2.24;8.5;11.1;252.8;12.22;3.69;14;57.669;10:00;;
05-08-2024;2.11;10.3;12.5;230.5;12.08;3.29;14;176.125;10:00;;
05-09-2024;1.84;7.6;7.4;225.8;11.94;2.9;14;73.864;10:00;0.748;subiendo
05-10-2024;1.47;10.1;15.4;228;11.93;2.34;14;61.513;10:00;0.507;subiendo
05-11-2024;1.52;10.6;12.5;220.7;11.98;2.65;14;53.944;10:00;0.257;subiendo
05-12-2024;1.09;8.4;9.1;210.5;11.91;1.75;14;58.63;10:00;0.05;subiendo
5/13/2024;1.65;7.9;8;229;11.93;2.53;14;58.63;10:00;-0.131;subiendo
5/14/2024;1.24;8;14.3;224.5;11.76;1.9;14;54.866;10:00;-0.158;subiendo
5/15/2024;1.31;9.3;15.4;233.9;11.61;2.21;14;54.866;10:00;-0.173;bajamar
5/16/2024;1.26;9.8;10.5;246.2;11.76;2.24;14;51.221;10:00;-0.155;bajamar
5/17/2024;0.99;9.1;15.4;236.4;11.96;1.55;14;53.023;10:00;-0.083;bajando
5/18/2024;0.95;10.8;16.7;231.8;11.91;1.34;14;54.866;10:00;0.019;bajando
5/19/2024;1.01;11.8;15.4;226.9;11.85;1.59;14;57.669;10:00;0.19;bajando
5/20/2024;2.3;14.1;15.4;234.6;11.83;3.49;14;63.513;10:00;0.36;bajando
5/21/2024;2.88;11.8;13.3;230.1;11.64;3.92;14;207.609;10:00;0.483;bajando
5/22/2024;2.27;10.4;11.8;221.2;11.91;3.44;14;118.646;10:00;0.585;pleamar
5/23/2024;1.4;10.6;14.3;240.5;11.98;2.15;14;261.571;10:00;0.624;pleamar
5/24/2024;1.54;9.4;11.8;230.4;11.72;2.57;14;143.935;10:00;0.719;subiendo
5/25/2024;1.14;7.4;12.5;237.1;11.67;1.77;14;101.778;10:00;0.638;subiendo
5/26/2024;1.27;8;16.7;270.2;11.89;2.07;14;94.385;10:00;0.488;subiendo
5/27/2024;1.74;10.5;11.8;239.4;12;2.75;14;86.131;10:00;0.281;subiendo
5/28/2024;1.71;13.5;15.4;227.8;12.95;2.54;14;82.673;10:00;0.109;subiendo
5/29/2024;1.32;12.3;14.3;231.3;12.77;1.78;14;77.096;10:00;-0.128;subiendo
5/30/2024;2.72;10.5;12.5;228.9;12.78;4.91;14;74.941;10:00;-0.268;subiendo
5/31/2024;1.92;10.5;13.3;229.1;12.47;2.65;14;78.211;10:00;-0.273;bajamar
06-01-2024;0.96;9;11.8;235.9;12.57;1.55;14;77.096;10:00;-0.159;bajando
06-02-2024;1.63;7.2;7.4;226;11.96;2.76;14;78.211;10:00;0.085;bajando
06-03-2024;1.57;7.8;10;231.7;12.23;2.86;14;72.786;10:00;0.36;bajando
06-04-2024;1.11;12.4;12.5;252;12.3;1.54;14;74.941;10:00;0.676;bajando
06-05-2024;1.72;10;13.3;271;12.92;2.64;14;72.786;10:00;0.85;bajando
06-06-2024;1.94;10.2;12.5;284.8;12.94;2.85;14;72.786;10:00;0.897;pleamar
06-07-2024;2.08;11;11.8;257.5;13.22;2.9;14;71.709;10:00;0.896;subiendo
06-08-2024;1.95;9.2;12.5;277;12.9;3.23;14;71.709;10:00;0.758;subiendo
06-09-2024;1.86;8.6;11.1;293.8;12.54;3.27;14;110.72;10:00;0.506;subiendo
06-10-2024;1.34;8.7;14.3;285.6;12.59;1.9;14;106.827;10:00;0.318;subiendo
06-11-2024;2.08;9.3;10.5;277.5;12.55;3.46;14;93.195;10:00;0.177;subiendo
06-12-2024;2.27;7.6;10.5;300.5;12.81;3.9;14;79.327;10:00;0.081;subiendo
6/13/2024;3.98;9.9;11.1;308.7;13.12;5.5;14;104.303;10:00;0.123;subiendo
10-01-2024;1.39;9;11.1;268.7;12.32;2.04;13;67.553;10:00;0.585;subiendo
10-02-2024;1.75;7.7;7.7;224.5;12.06;3.24;13;61.513;10:00;0.495;subiendo
10-03-2024;1.67;7.9;9.5;219;12.04;2.86;13;58.63;10:00;0.347;subiendo
10-04-2024;1.31;8.5;16.7;223.4;12.04;1.8;13;56.708;10:00;0.177;subiendo
10-05-2024;1.2;8.9;11.1;231.6;12;2.09;13;76.019;10:00;0.022;subiendo
10-06-2024;1.57;10.7;12.5;236;11.89;3.09;13;96.837;10:00;-0.076;subiendo
10-07-2024;1.53;9.7;11.8;225.5;11.99;2.31;13;118.646;10:00;-0.172;subiendo
10-08-2024;1.65;9.2;9.5;226.5;12.88;2.75;13;154.344;10:00;-0.275;subiendo
10-09-2024;1.71;9.6;11.1;224.7;13.8;2.82;13;192.425;10:00;-0.297;bajamar
10-10-2024;1.61;9.8;13.3;230.1;13;2.71;13;122.714;10:00;-0.283;bajando
10-11-2024;1.89;12;13.3;235.1;12.86;2.71;13;106.827;10:00;-0.156;bajando
10-12-2024;2.02;10.1;12.5;224.8;12.95;3.14;13;121.346;10:00;0.056;bajando
10/13/2024;1.85;9.2;11.8;224;12.5;3.47;13;117.313;10:00;0.198;bajando
10/14/2024;1.71;9.1;11.8;224.3;12.34;2.98;12;104.303;10:00;0.398;bajando
10/15/2024;1.57;8.4;11.1;219.8;12.58;2.36;13;87.284;10:00;;
10/16/2024;1.18;10.5;13.3;218.6;13.24;2.04;13;72.786;10:00;0.677;pleamar
10/17/2024;2.65;12;12.5;245.7;12.77;3.91;13;73.864;10:00;0.598;subiendo
10/18/2024;2.35;10.3;11.8;231.3;12.89;3.74;13;81.558;10:00;0.376;subiendo
10/19/2024;1.63;10.4;12.5;231.7;12.35;2.87;13;94.385;10:00;0.072;subiendo
10/20/2024;1.58;10.1;14.3;255.8;12.7;2.82;13;121.346;10:00;-0.243;subiendo
10/21/2024;1.97;11.7;13.3;248.9;13.04;2.97;13;157.378;10:00;-0.482;subiendo
10/22/2024;2.22;11.3;13.3;223.6;13.21;3.98;13;129.619;10:00;-0.527;bajamar
10/23/2024;1.7;10.7;13.3;225.6;13.24;2.5;13;124.081;10:00;-0.492;bajando
10/24/2024;1.99;11;12.5;227.2;13.68;3.17;13;135.258;10:00;-0.331;bajando
10/25/2024;2.31;9.3;16.7;231;13.2;3.76;13;105.565;10:00;-0.129;bajando
10/26/2024;2.88;9.9;11.1;225;12.65;4.51;13;109.422;10:00;0.076;bajando
10/27/2024;2.51;10.5;11.1;221.1;13.19;3.76;13;129.619;10:00;0.204;bajando
10/28/2024;2.61;11.8;13.3;221.7;12.8;3.74;13;142.467;10:00;0.379;bajando
10/29/2024;2.1;10;11.8;224.2;13.18;3.46;13;140.999;10:00;0.418;bajando
10/30/2024;3.15;13.3;14.3;218.2;13.85;4.86;13;146.872;10:00;0.44;pleamar
10/31/2024;2.19;12.9;14.3;233.1;13.79;3.42;13;171.336;10:00;0.414;subiendo
11-01-2024;2.05;11.8;12.5;235.4;13.78;3.11;13;184.198;10:00;0.313;subiendo
11-02-2024;1.2;9.2;11.8;230.6;14.13;2.11;13;185.825;10:00;0.139;subiendo
11-03-2024;2.1;9.7;10.5;231.6;12.98;3.24;13;143.935;10:00;-0.053;subiendo
11-04-2024;2.97;12;12.5;235.4;13.09;6.53;13;145.404;10:00;-0.232;subiendo
11-05-2024;3.84;12.2;13.3;229.6;12.2;5.91;13;99.29;10:00;-0.349;subiendo
11-06-2024;2.32;9.6;12.5;230.5;11.86;3.7;13;90.816;10:00;-0.412;subiendo
11-07-2024;2.13;8.1;11.8;225.6;11.52;3.46;13;98.064;10:00;-0.421;bajamar
11-08-2024;1.63;8.8;11.1;224.5;11.79;2.23;13;105.565;10:00;-0.353;bajando
11-09-2024;1.27;8.8;11.8;234.2;13.43;2.65;13;95.611;10:00;-0.207;bajando
11-10-2024;1.54;9.8;14.3;240.6;12.76;2.74;13;121.346;10:00;-0.118;bajando
11-11-2024;2.15;8.4;12.5;223.6;12.04;3.55;13;132.422;10:00;0.047;bajando
